ID Patient, Illness, Patient X, Patient Y, ID Ambulance, Ambulance Specialty, Ambulance X, Ambulance Y, Distance A→P, Availability,Accepted, Hospital ID, Hospital X,Hospital Y,Hospital Specialty,Distance,Chosen Hospital
p90,heart,65,66,a38,brain,71,75,10,false,No,h6,82,96,blood,34,No
p90,heart,65,66,a14,blood,3,97,69,false,No,h56,45,76,blood,22,No
p90,heart,65,66,a26,brain,55,12,54,false,No,h11,7,26,brain,70,No
p90,heart,65,66,a17,blood,22,28,57,false,No,h75,66,45,heart,21,No
p90,heart,65,66,a29,heart,14,29,63,false,No,h87,50,73,blood,16,No
p90,heart,65,66,a81,brain,33,84,36,false,No,h59,31,38,bones,44,No
p90,heart,65,66,a19,heart,35,60,30,false,No,h32,18,10,brain,73,No
p90,heart,65,66,a93,brain,33,100,46,false,No,h68,3,85,heart,64,No
p90,heart,65,66,a90,bones,86,18,52,false,No,h90,57,2,bones,64,No
p90,heart,65,66,a91,brain,28,41,44,false,No,h60,42,95,blood,37,No
p90,heart,65,66,a16,heart,7,40,63,false,No,h96,97,45,blood,38,No
p90,heart,65,66,a70,blood,90,18,54,false,No,h84,43,39,heart,34,No
p90,heart,65,66,a9,blood,45,1,68,false,No,h3,94,17,heart,56,No
p90,heart,65,66,a82,blood,38,84,32,false,No,h93,9,89,brain,60,No
p90,heart,65,66,a28,brain,7,22,72,false,No,h47,79,62,blood,14,No
p90,heart,65,66,a98,bones,58,37,29,false,No,h63,13,53,heart,53,No
p90,heart,65,66,a94,blood,24,60,41,false,No,h99,53,69,heart,12,Yes
p90,heart,65,66,a86,heart,49,83,23,false,No,h81,64,61,brain,5,No
p90,heart,65,66,a5,blood,96,5,68,false,No,h41,1,93,bones,69,No
p90,heart,65,66,a74,brain,4,34,68,false,No,h98,5,53,blood,61,No
p90,heart,65,66,a36,blood,91,81,30,false,No,h74,97,56,blood,33,No
p90,heart,65,66,a50,brain,36,28,47,false,No,h5,74,83,heart,19,No
p90,heart,65,66,a48,heart,42,3,67,true,No,h72,72,47,blood,20,No
p90,heart,65,66,a62,brain,41,64,24,false,No,h13,5,13,blood,80,No
p90,heart,65,66,a12,bones,28,20,59,false,No,h25,21,27,bones,58,No
p90,heart,65,66,a24,bones,10,4,82,false,No,h49,7,35,brain,65,No
p90,heart,65,66,a56,brain,62,68,3,false,No,h37,1,96,blood,70,No
p90,heart,65,66,a68,brain,17,5,77,false,No,h45,59,39,brain,27,No
p90,heart,65,66,a44,bones,15,46,53,false,No,h9,38,67,heart,27,No
p90,heart,65,66,a32,bones,22,25,59,false,No,h57,32,68,heart,33,No
p90,heart,65,66,a20,brain,90,2,68,false,No,h21,58,96,blood,30,No
p90,heart,65,66,a40,bones,29,90,43,true,No,h19,51,17,heart,50,No
p90,heart,65,66,a46,blood,10,36,62,false,No,h15,64,15,blood,51,No
p90,heart,65,66,a58,heart,74,9,57,false,No,h29,55,14,bones,52,No
p90,heart,65,66,a34,bones,100,28,51,false,No,h17,12,72,bones,53,No
p90,heart,65,66,a22,bones,67,66,2,false,No,h27,26,89,heart,45,No
p90,heart,65,66,a76,heart,70,68,5,false,No,h86,100,72,bones,35,No
p90,heart,65,66,a3,bones,58,48,19,false,No,h33,89,9,brain,61,No
p90,heart,65,66,a64,bones,59,76,11,false,No,h69,87,1,brain,68,No
p90,heart,65,66,a52,brain,59,9,57,false,No,h39,86,17,heart,53,No
p90,heart,65,66,a66,heart,53,6,61,true,No,h76,16,64,heart,49,No
p90,heart,65,66,a78,heart,15,76,50,false,No,h64,45,80,bones,24,No
p90,heart,65,66,a54,blood,76,61,12,false,No,h7,49,14,blood,54,No
p90,heart,65,66,a1,brain,72,84,19,false,No,h88,2,12,brain,82,No
p90,heart,65,66,a42,blood,85,16,53,false,No,h40,12,34,blood,61,No
p90,heart,65,66,a30,blood,36,71,29,false,No,h52,56,95,heart,30,No
p90,heart,65,66,a43,heart,51,54,18,false,No,h43,87,70,heart,22,No
p90,heart,65,66,a31,bones,57,31,35,false,No,h31,58,55,brain,13,No
p90,heart,65,66,a7,heart,27,21,58,true,No,h67,78,42,heart,27,No
p90,heart,65,66,a80,brain,57,40,27,false,No,h55,43,20,bones,50,No
p90,heart,65,66,a92,blood,20,71,45,false,No,h100,84,9,brain,60,No
p90,heart,65,66,a18,heart,100,91,43,false,No,h4,24,86,bones,45,No
p90,heart,65,66,a88,blood,96,85,36,false,No,h92,31,11,heart,64,No
p90,heart,65,66,a10,brain,19,17,67,false,No,h80,73,60,blood,10,No
p90,heart,65,66,a39,brain,49,66,16,false,No,h79,89,97,bones,39,No
p90,heart,65,66,a27,blood,86,20,50,false,No,h94,10,87,bones,58,No
p90,heart,65,66,a71,bones,18,37,55,true,No,h82,46,6,heart,62,No
p90,heart,65,66,a83,heart,34,76,32,false,No,h70,53,77,blood,16,No
p90,heart,65,66,a15,heart,60,75,10,false,No,h83,31,98,heart,46,No
p90,heart,65,66,a95,bones,87,87,30,false,No,h95,95,9,bones,64,No
p90,heart,65,66,a69,bones,92,44,34,false,No,h71,61,94,blood,28,No
p90,heart,65,66,a45,heart,67,21,45,false,No,h73,46,23,heart,47,No
p90,heart,65,66,a57,heart,91,13,59,false,No,h85,34,40,blood,40,No
p90,heart,65,66,a33,blood,58,95,29,false,No,h97,88,56,heart,25,No
p90,heart,65,66,a49,brain,21,10,71,false,No,h1,84,58,heart,20,No
p90,heart,65,66,a21,brain,37,15,58,false,No,h2,6,23,blood,73,No
p90,heart,65,66,a37,heart,87,47,29,false,No,h61,100,33,brain,48,No
p90,heart,65,66,a61,heart,69,6,60,false,No,h50,100,49,blood,38,No
p90,heart,65,66,a73,bones,17,2,80,true,No,h62,11,79,heart,55,No
p90,heart,65,66,a25,blood,61,59,8,false,No,h91,9,18,blood,73,No
p90,heart,65,66,a97,brain,8,93,63,false,No,h78,96,95,bones,42,No
p90,heart,65,66,a85,heart,94,20,54,true,Yes,h66,67,49,brain,17,No
p90,heart,65,66,a8,heart,36,100,44,false,No,h30,73,100,blood,34,No
p90,heart,65,66,a99,bones,33,27,50,false,No,h54,21,12,blood,69,No
p90,heart,65,66,a87,bones,5,89,64,true,No,h42,57,88,heart,23,No
p90,heart,65,66,a13,heart,28,6,70,true,No,h46,90,6,blood,65,No
p90,heart,65,66,a75,heart,4,63,61,false,No,h58,21,39,blood,51,No
p90,heart,65,66,a63,blood,7,5,84,false,No,h10,88,67,bones,23,No
p90,heart,65,66,a89,bones,30,31,49,true,No,h36,33,51,heart,35,No
p90,heart,65,66,a4,heart,15,61,50,false,No,h48,80,75,bones,17,No
p90,heart,65,66,a100,blood,25,7,71,false,No,h34,63,39,brain,27,No
p90,heart,65,66,a6,brain,31,56,35,false,No,h22,70,25,brain,41,No
p90,heart,65,66,a77,bones,28,51,39,false,No,h38,28,37,brain,47,No
p90,heart,65,66,a65,brain,67,75,9,false,No,h12,20,61,heart,45,No
p90,heart,65,66,a53,brain,45,75,21,false,No,h24,51,2,blood,65,No
p90,heart,65,66,a41,bones,8,81,58,true,No,h14,2,3,blood,89,No
p90,heart,65,66,a2,blood,81,80,21,false,No,h18,58,34,blood,32,No
p90,heart,65,66,a55,blood,55,82,18,false,No,h26,27,58,bones,38,No
p90,heart,65,66,a79,bones,49,50,22,false,No,h16,84,55,blood,21,No
p90,heart,65,66,a67,heart,29,54,37,false,No,h28,52,11,heart,56,No
p91,heart,61,41,a96,blood,29,39,32,false,No,h23,36,47,brain,25,No
p91,heart,61,41,a47,brain,81,56,25,false,No,h35,56,37,brain,6,No
p91,heart,61,41,a51,brain,53,8,33,false,No,h51,70,13,heart,29,No
p91,heart,61,41,a11,bones,64,48,7,false,No,h75,66,45,heart,6,Yes
p91,heart,61,41,a60,brain,70,40,9,false,No,h20,86,3,bones,45,No
p91,heart,61,41,a72,blood,69,13,29,false,No,h44,85,39,blood,24,No
p91,heart,61,41,a35,bones,79,5,40,false,No,h11,7,26,brain,56,No
p91,heart,61,41,a59,brain,2,44,59,false,No,h90,57,2,bones,39,No
p91,heart,61,41,a23,bones,84,33,24,false,No,h59,31,38,bones,30,No
p91,heart,61,41,a84,bones,75,31,17,false,No,h81,64,61,brain,20,No
p91,heart,61,41,a14,blood,3,97,80,false,No,h6,82,96,blood,58,No
p91,heart,61,41,a26,brain,55,12,29,false,No,h68,3,85,heart,72,No
p91,heart,61,41,a17,blood,22,28,41,false,No,h32,18,10,brain,53,No
p91,heart,61,41,a38,brain,71,75,35,false,No,h89,3,75,bones,67,No
p91,heart,61,41,a81,brain,33,84,51,false,No,h93,9,89,brain,70,No
p91,heart,61,41,a29,heart,14,29,48,false,No,h56,45,76,blood,38,No
p91,heart,61,41,a93,brain,33,100,65,false,No,h87,50,73,blood,33,No
p91,heart,61,41,a19,heart,35,60,32,false,No,h47,79,62,blood,27,No
p91,heart,61,41,a91,brain,28,41,33,false,No,h8,37,94,blood,58,No
p91,heart,61,41,a16,heart,7,40,54,false,No,h63,13,53,heart,49,No
p91,heart,61,41,a70,blood,90,18,37,false,No,h53,82,87,brain,50,No
p91,heart,61,41,a82,blood,38,84,48,false,No,h77,31,70,bones,41,No
p91,heart,61,41,a28,brain,7,22,57,false,No,h41,1,93,bones,79,No
p91,heart,61,41,a98,bones,58,37,5,false,No,h65,33,34,blood,28,No
p91,heart,61,41,a94,blood,24,60,41,false,No,h84,43,39,heart,18,No
p91,heart,61,41,a86,heart,49,83,43,false,No,h96,97,45,blood,36,No
p91,heart,61,41,a74,brain,4,34,57,false,No,h60,42,95,blood,57,No
p91,heart,61,41,a5,blood,96,5,50,false,No,h13,5,13,blood,62,No
p91,heart,61,41,a36,blood,91,81,50,false,No,h5,74,83,heart,43,No
p91,heart,61,41,a50,brain,36,28,28,false,No,h99,53,69,heart,29,No
p91,heart,61,41,a48,heart,42,3,42,true,No,h25,21,27,bones,42,No
p91,heart,61,41,a62,brain,41,64,30,false,No,h37,1,96,blood,81,No
p91,heart,61,41,a12,bones,28,20,39,false,No,h3,94,17,heart,40,No
p91,heart,61,41,a24,bones,10,4,63,false,No,h74,97,56,blood,39,No
p91,heart,61,41,a56,brain,62,68,27,false,No,h72,72,47,blood,12,No
p91,heart,61,41,a68,brain,17,5,56,false,No,h98,5,53,blood,57,No
p91,heart,61,41,a44,bones,15,46,46,false,No,h86,100,72,bones,49,No
p91,heart,61,41,a32,bones,22,25,42,false,No,h57,32,68,heart,39,No
p91,heart,61,41,a20,brain,90,2,48,false,No,h49,7,35,brain,54,No
p91,heart,61,41,a40,bones,29,90,58,true,No,h21,58,96,blood,55,No
p91,heart,61,41,a46,blood,10,36,51,false,No,h45,59,39,brain,2,No
p91,heart,61,41,a58,heart,74,9,34,false,No,h9,38,67,heart,34,No
p91,heart,61,41,a34,bones,100,28,41,false,No,h33,89,9,brain,42,No
p91,heart,61,41,a22,bones,67,66,25,false,No,h76,16,64,heart,50,No
p91,heart,61,41,a76,heart,70,68,28,false,No,h69,87,1,brain,47,No
p91,heart,61,41,a3,bones,58,48,7,false,No,h100,84,9,brain,39,No
p91,heart,61,41,a64,bones,59,76,35,false,No,h4,24,86,bones,58,No
p91,heart,61,41,a52,brain,59,9,32,false,No,h17,12,72,bones,57,No
p91,heart,61,41,a90,bones,86,18,33,false,No,h80,73,60,blood,22,No
p91,heart,61,41,a9,blood,45,1,43,false,No,h64,45,80,bones,42,No
p91,heart,61,41,a66,heart,53,6,35,true,Yes,h79,89,97,bones,62,No
p91,heart,61,41,a78,heart,15,76,57,false,No,h52,56,95,heart,54,No
p91,heart,61,41,a54,blood,76,61,25,false,No,h27,26,89,heart,59,No
p91,heart,61,41,a1,brain,72,84,44,false,No,h39,86,17,heart,34,No
p91,heart,61,41,a42,blood,85,16,34,false,No,h55,43,20,bones,27,No
p91,heart,61,41,a30,blood,36,71,39,false,No,h94,10,87,bones,68,No
p91,heart,61,41,a43,heart,51,54,16,false,No,h15,64,15,blood,26,No
p91,heart,61,41,a31,bones,57,31,10,false,No,h82,46,6,heart,38,No
p91,heart,61,41,a7,heart,27,21,39,true,No,h70,53,77,blood,36,No
p91,heart,61,41,a80,brain,57,40,4,false,No,h7,49,14,blood,29,No
p91,heart,61,41,a92,blood,20,71,50,false,No,h83,31,98,heart,64,No
p91,heart,61,41,a18,heart,100,91,63,false,No,h67,78,42,heart,17,No
p91,heart,61,41,a88,blood,96,85,56,false,No,h40,12,34,blood,49,No
p91,heart,61,41,a10,brain,19,17,48,false,No,h43,87,70,heart,38,No
p91,heart,61,41,a39,brain,49,66,27,false,No,h29,55,14,bones,27,No
p91,heart,61,41,a27,blood,86,20,32,false,No,h92,31,11,heart,42,No
p91,heart,61,41,a71,bones,18,37,43,true,No,h88,2,12,brain,65,No
p91,heart,61,41,a83,heart,34,76,44,false,No,h31,58,55,brain,14,No
p91,heart,61,41,a15,heart,60,75,34,false,No,h19,51,17,heart,26,No
p91,heart,61,41,a95,bones,87,87,52,false,No,h95,95,9,bones,46,No
p91,heart,61,41,a69,bones,92,44,31,false,No,h71,61,94,blood,53,No
p91,heart,61,41,a45,heart,67,21,20,false,No,h73,46,23,heart,23,No
p91,heart,61,41,a57,heart,91,13,41,false,No,h85,34,40,blood,27,No
p91,heart,61,41,a21,brain,37,15,35,false,No,h97,88,56,heart,30,No
p91,heart,61,41,a33,blood,58,95,54,false,No,h1,84,58,heart,28,No
p91,heart,61,41,a49,brain,21,10,50,false,No,h2,6,23,blood,57,No
p91,heart,61,41,a37,heart,87,47,26,false,No,h61,100,33,brain,39,No
p91,heart,61,41,a61,heart,69,6,35,false,No,h50,100,49,blood,39,No
p91,heart,61,41,a13,heart,28,6,48,true,No,h62,11,79,heart,62,No
p91,heart,61,41,a73,bones,17,2,58,true,No,h91,9,18,blood,56,No
p91,heart,61,41,a25,blood,61,59,18,false,No,h78,96,95,bones,64,No
p91,heart,61,41,a97,brain,8,93,74,false,No,h66,67,49,brain,10,No
p91,heart,61,41,a85,heart,94,20,39,false,No,h30,73,100,blood,60,No
p91,heart,61,41,a8,heart,36,100,64,false,No,h54,21,12,blood,49,No
p91,heart,61,41,a99,bones,33,27,31,false,No,h42,57,88,heart,47,No
p91,heart,61,41,a87,bones,5,89,73,true,No,h46,90,6,blood,45,No
p91,heart,61,41,a75,heart,4,63,61,false,No,h58,21,39,blood,40,No
p91,heart,61,41,a63,blood,7,5,64,false,No,h10,88,67,bones,37,No
p91,heart,61,41,a65,brain,67,75,34,false,No,h36,33,51,heart,29,No
p91,heart,61,41,a53,brain,45,75,37,false,No,h48,80,75,bones,38,No
p91,heart,61,41,a89,bones,30,31,32,true,No,h34,63,39,brain,2,No
p91,heart,61,41,a100,blood,25,7,49,false,No,h22,70,25,brain,18,No
p91,heart,61,41,a41,bones,8,81,66,true,No,h38,28,37,brain,33,No
p91,heart,61,41,a77,bones,28,51,34,false,No,h12,20,61,heart,45,No
p91,heart,61,41,a4,heart,15,61,50,false,No,h24,51,2,blood,40,No
p91,heart,61,41,a79,bones,49,50,15,false,No,h14,2,3,blood,70,No
p91,heart,61,41,a6,brain,31,56,33,false,No,h18,58,34,blood,7,No
p91,heart,61,41,a67,heart,29,54,34,false,No,h26,27,58,bones,38,No
p91,heart,61,41,a55,blood,55,82,41,false,No,h16,84,55,blood,26,No
p91,heart,61,41,a2,blood,81,80,43,false,No,h28,52,11,heart,31,No
p92,heart,64,23,a96,blood,29,39,38,false,No,h35,56,37,brain,16,No
p92,heart,64,23,a47,brain,81,56,37,false,No,h23,36,47,brain,36,No
p92,heart,64,23,a23,bones,84,33,22,false,No,h47,79,62,blood,41,No
p92,heart,64,23,a11,bones,64,48,25,false,No,h59,31,38,bones,36,No
p92,heart,64,23,a38,brain,71,75,52,false,No,h93,9,89,brain,85,No
p92,heart,64,23,a35,bones,79,5,23,false,No,h11,7,26,brain,57,No
p92,heart,64,23,a60,brain,70,40,18,false,No,h81,64,61,brain,38,No
p92,heart,64,23,a84,bones,75,31,13,false,No,h68,3,85,heart,86,No
p92,heart,64,23,a51,brain,53,8,18,false,No,h56,45,76,blood,56,No
p92,heart,64,23,a72,blood,69,13,11,false,No,h20,86,3,bones,29,No
p92,heart,64,23,a59,brain,2,44,65,false,No,h32,18,10,brain,47,No
p92,heart,64,23,a14,blood,3,97,95,false,No,h90,57,2,bones,22,No
p92,heart,64,23,a17,blood,22,28,42,false,No,h6,82,96,blood,75,No
p92,heart,64,23,a29,heart,14,29,50,false,No,h60,42,95,blood,75,No
p92,heart,64,23,a26,brain,55,12,14,false,No,h44,85,39,blood,26,No
p92,heart,64,23,a81,brain,33,84,68,false,No,h53,82,87,brain,66,No
p92,heart,64,23,a93,brain,33,100,83,false,No,h86,100,72,bones,60,No
p92,heart,64,23,a19,heart,35,60,47,false,No,h65,33,34,blood,32,No
p92,heart,64,23,a90,bones,86,18,22,false,No,h84,43,39,heart,26,No
p92,heart,64,23,a91,brain,28,41,40,false,No,h96,97,45,blood,39,No
p92,heart,64,23,a16,heart,7,40,59,false,No,h41,1,93,bones,94,No
p92,heart,64,23,a70,blood,90,18,26,false,No,h3,94,17,heart,30,No
p92,heart,64,23,a9,blood,45,1,29,false,No,h8,37,94,blood,75,No
p92,heart,64,23,a82,blood,38,84,66,false,No,h77,31,70,bones,57,No
p92,heart,64,23,a28,brain,7,22,57,false,No,h63,13,53,heart,59,No
p92,heart,64,23,a98,bones,58,37,15,false,No,h51,70,13,heart,11,Yes
p92,heart,64,23,a94,blood,24,60,54,false,No,h89,3,75,bones,80,No
p92,heart,64,23,a86,heart,49,83,61,false,No,h75,66,45,heart,22,No
p92,heart,64,23,a5,blood,96,5,36,false,No,h87,50,73,blood,51,No
p92,heart,64,23,a74,brain,4,34,61,false,No,h72,72,47,blood,25,No
p92,heart,64,23,a36,blood,91,81,63,false,No,h99,53,69,heart,47,No
p92,heart,64,23,a50,brain,36,28,28,false,No,h98,5,53,blood,66,No
p92,heart,64,23,a48,heart,42,3,29,true,Yes,h5,74,83,heart,60,No
p92,heart,64,23,a62,brain,41,64,47,false,No,h13,5,13,blood,59,No
p92,heart,64,23,a12,bones,28,20,36,false,No,h25,21,27,bones,43,No
p92,heart,64,23,a24,bones,10,4,57,false,No,h37,1,96,blood,96,No
p92,heart,64,23,a56,brain,62,68,45,false,No,h49,7,35,brain,58,No
p92,heart,64,23,a68,brain,17,5,50,false,No,h33,89,9,brain,28,No
p92,heart,64,23,a44,bones,15,46,54,false,No,h45,59,39,brain,16,No
p92,heart,64,23,a32,bones,22,25,42,false,No,h9,38,67,heart,51,No
p92,heart,64,23,a20,brain,90,2,33,false,No,h21,58,96,blood,73,No
p92,heart,64,23,a40,bones,29,90,75,true,No,h57,32,68,heart,55,No
p92,heart,64,23,a46,blood,10,36,55,false,No,h69,87,1,brain,31,No
p92,heart,64,23,a58,heart,74,9,17,false,No,h19,51,17,heart,14,No
p92,heart,64,23,a34,bones,100,28,36,false,No,h15,64,15,blood,8,No
p92,heart,64,23,a22,bones,67,66,43,false,No,h29,55,14,bones,12,No
p92,heart,64,23,a76,heart,70,68,45,false,No,h17,12,72,bones,71,No
p92,heart,64,23,a3,bones,58,48,25,false,No,h27,26,89,heart,76,No
p92,heart,64,23,a64,bones,59,76,53,false,No,h39,86,17,heart,22,No
p92,heart,64,23,a52,brain,59,9,14,false,No,h76,16,64,heart,63,No
p92,heart,64,23,a66,heart,53,6,20,false,No,h64,45,80,bones,60,No
p92,heart,64,23,a78,heart,15,76,72,false,No,h7,49,14,blood,17,No
p92,heart,64,23,a54,blood,76,61,39,false,No,h88,2,12,brain,62,No
p92,heart,64,23,a1,brain,72,84,61,false,No,h43,87,70,heart,52,No
p92,heart,64,23,a42,blood,85,16,22,false,No,h67,78,42,heart,23,No
p92,heart,64,23,a30,blood,36,71,55,false,No,h52,56,95,heart,72,No
p92,heart,64,23,a43,heart,51,54,33,false,No,h100,84,9,brain,24,No
p92,heart,64,23,a31,bones,57,31,10,false,No,h40,12,34,blood,53,No
p92,heart,64,23,a7,heart,27,21,37,true,No,h92,31,11,heart,35,No
p92,heart,64,23,a80,brain,57,40,18,false,No,h79,89,97,bones,78,No
p92,heart,64,23,a92,blood,20,71,65,false,No,h74,97,56,blood,46,No
p92,heart,64,23,a18,heart,100,91,76,false,No,h70,53,77,blood,55,No
p92,heart,64,23,a88,blood,96,85,69,false,No,h80,73,60,blood,38,No
p92,heart,64,23,a10,brain,19,17,45,false,No,h4,24,86,bones,74,No
p92,heart,64,23,a39,brain,49,66,45,false,No,h55,43,20,bones,21,No
p92,heart,64,23,a27,blood,86,20,22,false,No,h94,10,87,bones,83,No
p92,heart,64,23,a71,bones,18,37,48,true,No,h82,46,6,heart,24,No
p92,heart,64,23,a83,heart,34,76,60,false,No,h31,58,55,brain,32,No
p92,heart,64,23,a15,heart,60,75,52,false,No,h83,31,98,heart,81,No
p92,heart,64,23,a95,bones,87,87,68,false,No,h95,95,9,bones,34,No
p92,heart,64,23,a69,bones,92,44,35,false,No,h71,61,94,blood,71,No
p92,heart,64,23,a45,heart,67,21,3,false,No,h73,46,23,heart,18,No
p92,heart,64,23,a57,heart,91,13,28,false,No,h85,34,40,blood,34,No
p92,heart,64,23,a33,blood,58,95,72,false,No,h97,88,56,heart,40,No
p92,heart,64,23,a21,brain,37,15,28,false,No,h1,84,58,heart,40,No
p92,heart,64,23,a49,brain,21,10,44,false,No,h2,6,23,blood,58,No
p92,heart,64,23,a37,heart,87,47,33,false,No,h61,100,33,brain,37,No
p92,heart,64,23,a61,heart,69,6,17,false,No,h50,100,49,blood,44,No
p92,heart,64,23,a13,heart,28,6,39,true,No,h62,11,79,heart,77,No
p92,heart,64,23,a73,bones,17,2,51,true,No,h91,9,18,blood,55,No
p92,heart,64,23,a25,blood,61,59,36,false,No,h78,96,95,bones,78,No
p92,heart,64,23,a97,brain,8,93,89,false,No,h66,67,49,brain,26,No
p92,heart,64,23,a85,heart,94,20,30,false,No,h30,73,100,blood,77,No
p92,heart,64,23,a8,heart,36,100,81,false,No,h54,21,12,blood,44,No
p92,heart,64,23,a99,bones,33,27,31,false,No,h42,57,88,heart,65,No
p92,heart,64,23,a87,bones,5,89,88,true,No,h46,90,6,blood,31,No
p92,heart,64,23,a75,heart,4,63,72,false,No,h58,21,39,blood,45,No
p92,heart,64,23,a6,brain,31,56,46,false,No,h10,88,67,bones,50,No
p92,heart,64,23,a63,blood,7,5,59,false,No,h36,33,51,heart,41,No
p92,heart,64,23,a89,bones,30,31,34,true,No,h48,80,75,bones,54,No
p92,heart,64,23,a4,heart,15,61,62,false,No,h34,63,39,brain,16,No
p92,heart,64,23,a77,bones,28,51,45,false,No,h22,70,25,brain,6,No
p92,heart,64,23,a100,blood,25,7,42,false,No,h38,28,37,brain,38,No
p92,heart,64,23,a65,brain,67,75,52,false,No,h12,20,61,heart,58,No
p92,heart,64,23,a53,brain,45,75,55,false,No,h24,51,2,blood,24,No
p92,heart,64,23,a79,bones,49,50,30,false,No,h14,2,3,blood,65,No
p92,heart,64,23,a41,bones,8,81,80,true,No,h18,58,34,blood,12,No
p92,heart,64,23,a2,blood,81,80,59,false,No,h26,27,58,bones,50,No
p92,heart,64,23,a55,blood,55,82,59,false,No,h16,84,55,blood,37,No
p92,heart,64,23,a67,heart,29,54,46,false,No,h28,52,11,heart,16,No
p93,bones,4,77,a96,blood,29,39,45,false,No,h35,56,37,brain,65,No
p93,bones,4,77,a47,brain,81,56,79,false,No,h84,43,39,heart,54,No
p93,bones,4,77,a51,brain,53,8,84,false,No,h47,79,62,blood,76,No
p93,bones,4,77,a59,brain,2,44,33,false,No,h8,37,94,blood,37,No
p93,bones,4,77,a23,bones,84,33,91,false,No,h33,89,9,brain,108,No
p93,bones,4,77,a11,bones,64,48,66,false,No,h77,31,70,bones,27,No
p93,bones,4,77,a35,bones,79,5,103,false,No,h59,31,38,bones,47,No
p93,bones,4,77,a60,brain,70,40,75,false,No,h90,57,2,bones,91,No
p93,bones,4,77,a72,blood,69,13,91,false,No,h89,3,75,bones,2,Yes
p93,bones,4,77,a84,bones,75,31,84,false,No,h99,53,69,heart,49,No
p93,bones,4,77,a38,brain,71,75,67,false,No,h23,36,47,brain,43,No
p93,bones,4,77,a14,blood,3,97,20,false,No,h96,97,45,blood,98,No
p93,bones,4,77,a26,brain,55,12,82,false,No,h6,82,96,blood,80,No
p93,bones,4,77,a17,blood,22,28,52,false,No,h98,5,53,blood,24,No
p93,bones,4,77,a29,heart,14,29,49,false,No,h9,38,67,heart,35,No
p93,bones,4,77,a81,brain,33,84,29,false,No,h49,7,35,brain,42,No
p93,bones,4,77,a93,brain,33,100,37,false,No,h5,74,83,heart,70,No
p93,bones,4,77,a19,heart,35,60,35,false,No,h72,72,47,blood,74,No
p93,bones,4,77,a90,bones,86,18,101,false,No,h13,5,13,blood,64,No
p93,bones,4,77,a91,brain,28,41,43,false,No,h65,33,34,blood,51,No
p93,bones,4,77,a16,heart,7,40,37,false,No,h11,7,26,brain,51,No
p93,bones,4,77,a70,blood,90,18,104,false,No,h63,13,53,heart,25,No
p93,bones,4,77,a9,blood,45,1,86,false,No,h21,58,96,blood,57,No
p93,bones,4,77,a82,blood,38,84,34,false,No,h56,45,76,blood,41,No
p93,bones,4,77,a28,brain,7,22,55,false,No,h51,70,13,heart,91,No
p93,bones,4,77,a98,bones,58,37,67,false,No,h3,94,17,heart,108,No
p93,bones,4,77,a94,blood,24,60,26,false,No,h44,85,39,blood,89,No
p93,bones,4,77,a86,heart,49,83,45,false,No,h32,18,10,brain,68,No
p93,bones,4,77,a5,blood,96,5,116,false,No,h75,66,45,heart,69,No
p93,bones,4,77,a74,brain,4,34,43,false,No,h37,1,96,blood,19,No
p93,bones,4,77,a36,blood,91,81,87,false,No,h53,82,87,brain,78,No
p93,bones,4,77,a50,brain,36,28,58,false,No,h41,1,93,bones,16,No
p93,bones,4,77,a48,heart,42,3,83,false,No,h68,3,85,heart,8,No
p93,bones,4,77,a62,brain,41,64,39,false,No,h45,59,39,brain,66,No
p93,bones,4,77,a12,bones,28,20,61,false,No,h93,9,89,brain,13,No
p93,bones,4,77,a24,bones,10,4,73,false,No,h57,32,68,heart,29,No
p93,bones,4,77,a56,brain,62,68,58,false,No,h88,2,12,brain,65,No
p93,bones,4,77,a68,brain,17,5,73,false,No,h43,87,70,heart,83,No
p93,bones,4,77,a44,bones,15,46,32,false,No,h31,58,55,brain,58,No
p93,bones,4,77,a32,bones,22,25,55,false,No,h64,45,80,bones,41,No
p93,bones,4,77,a20,brain,90,2,114,false,No,h40,12,34,blood,43,No
p93,bones,4,77,a40,bones,29,90,28,true,No,h25,21,27,bones,52,No
p93,bones,4,77,a46,blood,10,36,41,false,No,h7,49,14,blood,77,No
p93,bones,4,77,a58,heart,74,9,97,false,No,h76,16,64,heart,17,No
p93,bones,4,77,a34,bones,100,28,107,false,No,h74,97,56,blood,95,No
p93,bones,4,77,a22,bones,67,66,63,false,No,h29,55,14,bones,81,No
p93,bones,4,77,a76,heart,70,68,66,false,No,h69,87,1,brain,112,No
p93,bones,4,77,a3,bones,58,48,61,false,No,h86,100,72,bones,96,No
p93,bones,4,77,a64,bones,59,76,55,false,No,h39,86,17,heart,101,No
p93,bones,4,77,a52,brain,59,9,87,false,No,h27,26,89,heart,25,No
p93,bones,4,77,a66,heart,53,6,86,false,No,h87,50,73,blood,46,No
p93,bones,4,77,a78,heart,15,76,11,false,No,h17,12,72,bones,9,No
p93,bones,4,77,a54,blood,76,61,73,false,No,h60,42,95,blood,42,No
p93,bones,4,77,a1,brain,72,84,68,false,No,h15,64,15,blood,86,No
p93,bones,4,77,a42,blood,85,16,101,false,No,h19,51,17,heart,76,No
p93,bones,4,77,a30,blood,36,71,32,false,No,h81,64,61,brain,62,No
